,PLAYER_ID,POSITIONS,HEIGHT,WEIGHT,SALARY,FIRST_YEAR
788,63287_고다_1965년,(우투좌타),180cm,85kg,0,0
789,63290_서두원_1990년,투수(우언우타),182cm,85kg,0,0
790,63292_박종기_1995년,투수(우투우타),177cm,68kg,2900만원,15두산
791,63295_유창준_1989년,투수(우투우타),184cm,105kg,0,13두산
792,63298_홍재용_1989년,내야수(우투우타),180cm,73kg,0,0
793,63334_이상호_1994년,외야수(좌투좌타),178cm,84kg,0,0
794,63335_박민성_1990년,내야수(우투우타),182cm,80kg,0,0
795,63339_김민준_1994년,외야수(우투우타),175cm,75kg,2700만원,13넥센
796,63342_조상우_1994년,투수(우투우타),186cm,97kg,20000만원,13넥센
797,63348_조성운_1989년,투수(우투우타),185cm,88kg,3000만원,13넥센
798,63357_하해웅_1989년,투수(좌투좌타),172cm,80kg,0,13넥센
799,63358_김성진_1994년,투수(우투우타),188cm,87kg,0,13넥센
800,63360_장시윤_1993년,내야수(우투우타),183cm,75kg,0,14넥센
801,63363_신명수_1994년,투수(우투우타),180cm,95kg,0,13넥센
802,63368_김경오_1990년,포수(우투우타),181cm,95kg,0,0
803,63391_신정윤_1990년,투수(우투우타),182cm,84kg,0,0
804,63394_조승범_1989년,내야수(우투우타),189cm,93kg,0,0
805,63396_박태균_1990년,외야수(우투좌타),178cm,80kg,0,0
806,63398_김진웅_1992년,내야수(우투우타),181cm,85kg,0,0
807,63402_김종석_1994년,포수(우투우타),185cm,87kg,0,0
808,63412_정승인_1990년,외야수(우투우타),183cm,85kg,0,0
809,63414_강원형_1990년,내야수(우투좌타),178cm,95kg,0,0
810,63432_밴덴헐크_1985년,투수(우투우타),198cm,104kg,0,0
811,63435_김성표_1994년,내야수(우투우타),179cm,65kg,2800만원,13삼성
812,63440_이흥련_1989년,포수(우투우타),183cm,91kg,7000만원,13삼성
813,63441_박재근_1994년,투수(우언우타),190cm,95kg,0,0
814,63448_김영환_1993년,내야수(우투좌타),178cm,74kg,3300만원,14KT
815,63450_정현_1994년,내야수(우투우타),181cm,88kg,3000만원,13삼성
816,63462_로드리게스_1987년,투수(우투우타),193cm,91kg,0,0
817,63464_윤대경_1994년,투수(우투우타),179cm,75kg,2800만원,13삼성
818,63465_카리대_1983년,투수(우투우타),178cm,89kg,0,0
819,63492_이재익_1994년,투수(좌투좌타),180cm,76kg,2800만원,20삼성
820,63494_나준성_1990년,내야수(우투우타),176cm,68kg,0,0
821,63495_곽병선_1994년,외야수(우투좌타),178cm,85kg,0,14삼성
822,63512_박진형_1994년,투수(우투우타),181cm,77kg,9000만원,15롯데
823,63543_구승민_1990년,투수(우투우타),181cm,80kg,8000만원,14롯데
824,63550_송주은_1994년,투수(우투우타),189cm,98kg,0,13롯데
825,63554_임종혁_1990년,외야수(우투좌타),177cm,77kg,0,13롯데
826,63558_정준혁_1994년,외야수(좌투좌타),181cm,93kg,0,19롯데
827,63559_백동훈_1990년,외야수(우투우타),184cm,98kg,3600만원,13롯데
828,63560_김종민_1994년,내야수(우투좌타),177cm,64kg,0,0
829,63563_고도현_1990년,외야수(우투우타),182cm,97kg,0,13롯데
830,63564_이종하_1994년,포수(우투우타),183cm,92kg,0,13롯데
831,63569_장익호_1990년,포수(우투우타),178cm,86kg,0,0
832,63584_이영준_1979년,(우투우타),180cm,92kg,0,13롯데코치
833,63590_이명진_1990년,외야수(우투좌타),182cm,101kg,0,0
834,63593_조홍석_1990년,외야수(우투좌타),175cm,78kg,0,13롯데
835,63596_김광용_1989년,투수(우투우타),178cm,91kg,0,0
836,63598_이동희_1991년,포수(우투우타),176cm,86kg,0,0
837,63601_김광연_1991년,내야수(우투좌타),182cm,73kg,0,13KIA
838,63603_서용주_1990년,외야수(우투우타),184cm,89kg,0,13KIA
839,63604_배장원_1990년,외야수(우투우타),181cm,88kg,0,0
840,63605_류기훈_1990년,투수(좌투좌타),183cm,80kg,0,0
841,63606_이동훈_1989년,외야수(우투좌타),176cm,72kg,0,13KIA
842,63607_강하승_1989년,내야수(우투우타),186cm,77kg,0,0
843,63608_김승현_1987년,투수(우투우타),186cm,81kg,0,0
844,63609_송원호_1990년,투수(우투우타),182cm,85kg,0,0
845,63610_박효승_1989년,외야수(우투우타),179cm,83kg,0,0
846,63619_손동욱_1989년,투수(좌투좌타),184cm,95kg,0,13KIA
847,63620_이효상_1990년,투수(우투우타),186cm,88kg,0,13KIA
848,63628_고영창_1989년,투수(우투우타),189cm,100kg,5800만원,13KIA
849,63630_박효일_1990년,내야수(우투우타),180cm,80kg,0,13KIA
850,63634_이홍구_1990년,포수(우투우타),180cm,95kg,9000만원,13KIA
851,63636_고장혁_1990년,내야수(우투양타),183cm,93kg,5000만원,13KIA
852,63638_박준표_1992년,투수(우언우타),181cm,93kg,11000만원,13KIA
853,63645_박찬_1990년,외야수(우투우타),182cm,83kg,0,13KIA
854,63652_윤민섭_1990년,외야수(우투좌타),180cm,82kg,0,13KIA
855,63657_최준식_1994년,외야수(우투좌타),183cm,74kg,0,13KIA
856,63665_안우주_1989년,투수(우투우타),183cm,77kg,0,0
857,63667_이다샘_1989년,투수(우투우타),184cm,94kg,0,14KIA
858,63669_김민성_1988년,투수(우투우타),180cm,85kg,0,0
859,63692_나담주_1989년,내야수(우투우타),182cm,78kg,0,0
860,63697_장준성_1992년,내야수(우투우타),176cm,75kg,0,0
861,63698_황수현_1991년,내야수(우투좌타),188cm,90kg,0,15KIA
862,63700_장운호_1994년,외야수(우투우타),183cm,85kg,3800만원,13한화
863,63701_정창민_1987년,(우투우타),173cm,75kg,0,13한화코치
864,63702_이건영_1979년,(우투우타),171cm,72kg,0,0
865,63703_박한결_1994년,내야수(우투우타),183cm,76kg,3000만원,19한화
866,63704_노수광_1990년,외야수(우투좌타),180cm,80kg,21000만원,14한화
867,63705_노민성_1993년,외야수(우투우타),185cm,84kg,0,0
868,63706_백승준_1993년,투수(우투좌타),182cm,71kg,0,0
869,63711_김동조_1990년,투수(좌투좌타),181cm,75kg,0,0
870,63722_한승택_1994년,포수(우투우타),174cm,83kg,8000만원,13한화
871,63729_신승원_1994년,포수(우투우타),175cm,80kg,0,0
872,63730_조지훈_1994년,투수(우투우타),185cm,91kg,2800만원,13한화
873,63737_이브랜드_1983년,투수(좌투좌타),186cm,105kg,0,0
874,63744_권시훈_1993년,포수(우투좌타),181cm,83kg,0,0
875,63749_이충호_1994년,투수(좌투좌타),182cm,81kg,2900만원,13한화
876,63765_김종수_1994년,투수(우투우타),180cm,80kg,3800만원,13한화
877,63786_조청희_1961년,(우투우타),173cm,78kg,0,04한화코치
878,63791_송창현_1989년,투수(좌투좌타),181cm,100kg,3400만원,13롯데
879,63792_조정원_1990년,내야수(우투우타),175cm,65kg,0,13한화
880,63794_김승현_1994년,내야수(우투우타),178cm,86kg,0,0
881,63797_김강래_1994년,투수(좌투좌타),187cm,92kg,0,0
882,63800_이석재_1990년,투수(우투우타),178cm,80kg,0,13SK
883,63801_허재혁_1979년,(),180cm,80kg,0,13SK코치
884,63802_전태영_1980년,(우투우타),185cm,102kg,0,13SK코치
885,63803_이형삼_1982년,(우투우타),180cm,78kg,0,13SK코치
886,63810_세든_1983년,투수(좌투좌타),193cm,100kg,0,13SK
887,63857_레이예스_1984년,투수(좌투좌타),189cm,97kg,0,0
888,63877_맥스베너블_1957년,(우투좌타),178cm,92kg,0,0
889,63883_이경재_1994년,투수(우투우타),185cm,117kg,0,13SK
890,63884_정효원_1992년,내야수(우투우타),184cm,81kg,0,0
891,63887_김제성_1990년,포수(우투우타),178cm,89kg,0,0
892,63888_성양민_1992년,투수(좌투좌타),173cm,85kg,0,0
893,63889_유영하_1993년,투수(우투우타),180cm,85kg,0,14SK
894,63890_류효용_1994년,외야수(우투우타),182cm,95kg,0,0
895,63891_모상영_1991년,내야수(우투우타),188cm,99kg,0,0
896,63893_김원준_1991년,내야수(우투우타),175cm,70kg,0,0
897,63894_김정빈_1994년,투수(좌투좌타),182cm,90kg,2700만원,15SK
898,63895_최민재_1994년,외야수(우투좌타),180cm,84kg,2800만원,18SK
899,63900_김병승_1989년,투수(우투양타),183cm,80kg,0,13NC
900,63901_김정운_1994년,투수(우투좌타),192cm,86kg,0,0
901,63902_김도환_1990년,포수(우투우타),174cm,83kg,0,0
902,63903_유영준_1994년,내야수(우투우타),183cm,79kg,2800만원,13NC
903,63905_윤형준_1994년,내야수(우투우타),186cm,100kg,2700만원,13NC
904,63907_조우상_1990년,투수(우투우타),183cm,90kg,0,0
905,63913_최재원_1990년,내야수(우투우타),183cm,81kg,6000만원,13NC
906,63914_손정욱_1990년,투수(좌투좌타),182cm,84kg,4600만원,13NC
907,63920_김준완_1991년,외야수(우투좌타),174cm,75kg,8000만원,13NC
908,63930_이효준_1994년,투수(우투우타),187cm,95kg,0,0
909,63933_김희원_1994년,투수(우투우타),181cm,87kg,0,15상무
910,63935_이성민_1990년,투수(우투우타),185cm,92kg,0,13NC
911,63936_윤강민_1990년,투수(우언우타),183cm,83kg,2700만원,13NC
912,63938_해커_1983년,투수(우투우타),185cm,104kg,0,13NC
913,63939_찰리_1985년,투수(우투우타),190cm,93kg,0,13NC
914,63940_아담_1987년,투수(좌투좌타),188cm,82kg,0,0
915,63944_이준평_1990년,투수(우투우타),184cm,86kg,0,0
916,63950_장현식_1995년,투수(우투우타),181cm,91kg,11000만원,13NC
917,63959_임정호_1990년,투수(좌투좌타),188cm,90kg,9200만원,13NC
918,63960_이상민_1990년,투수(좌투좌타),180cm,85kg,3200만원,13NC
919,63961_윤호솔_1994년,투수(우투우타),183cm,99kg,2900만원,13NC
920,63963_권희동_1990년,외야수(우투우타),177cm,85kg,13500만원,13NC
921,63967_박으뜸_1990년,외야수(우투좌타),176cm,70kg,0,13NC
922,63968_구본욱_1990년,내야수(우투우타),183cm,88kg,0,0
923,63969_장동우_1988년,내야수(우투좌타),185cm,94kg,0,13NC
924,63970_임제우_1990년,내야수(우투우타),176cm,77kg,0,0
925,63973_강동호_1990년,투수(좌투좌타),178cm,83kg,0,0
926,63978_이기본_1987년,(),175cm,85kg,0,0
927,63990_정연창_1982년,(),177cm,84kg,0,0
928,63991_박진우_1990년,투수(우언우타),180cm,83kg,16000만원,15NC
929,63992_이태초_1991년,포수(우투좌타),174cm,90kg,0,0
930,63994_김성호_1990년,내야수(우투좌타),182cm,77kg,0,0
931,63997_김건우_1990년,투수(우투우타),188cm,85kg,0,0
932,64000_김재곤_1990년,외야수(우투좌타),cm,kg,0,0
933,64001_고영표_1991년,투수(우언우타),187cm,88kg,0,14KT
934,64002_아라가키_0,투수(),cm,kg,0,0
935,64003_오카모토_0,투수(),cm,kg,0,0
936,64004_김민혁_1995년,외야수(우투좌타),181cm,71kg,9000만원,14KT
937,64005_바리오스_0,투수(),cm,kg,0,0
938,64006_심우준_1995년,내야수(우투우타),183cm,75kg,13000만원,14KT
939,64007_문상철_1991년,내야수(우투우타),184cm,85kg,4000만원,14KT
940,64008_토보_0,투수(),cm,kg,0,0
941,64009_호소야마다_0,포수(),cm,kg,0,0
942,64010_야기_0,포수(),cm,kg,0,0
943,64011_안승한_1992년,포수(우투우타),177cm,89kg,3700만원,14KT
944,64012_송민섭_1991년,외야수(우투우타),177cm,80kg,4700만원,15KT
945,64013_이지찬_1991년,내야수(우투우타),174cm,70kg,0,14KT
946,64014_김병희_1990년,내야수(우투우타),180cm,82kg,3000만원,14KT
947,64015_박주환_1991년,투수(좌투좌타),182cm,83kg,0,0
948,64016_하리모토_0,포수(),cm,kg,0,0
949,64017_심재민_1994년,투수(좌투좌타),182cm,92kg,0,14KT
950,64018_우에바야시_0,내야수(),cm,kg,0,0
951,64019_오오타키_0,내야수(),cm,kg,0,0
952,64020_마이크_1984년,투수(우투우타),199cm,99kg,0,0
953,64021_박세웅_1995년,투수(우투우타),181cm,78kg,11000만원,14KT
954,64022_안중열_1995년,포수(우투우타),174cm,85kg,5100만원,14KT
955,64023_김성윤_1991년,외야수(좌투좌타),178cm,78kg,0,14KT
956,64024_칸노_0,내야수(),cm,kg,0,0
957,64025_소네_0,내야수(),cm,kg,0,0
958,64026_마츠토미_0,내야수(),cm,kg,0,0
959,64027_장현진_1991년,내야수(우투우타),179cm,84kg,0,14KT
960,64028_이시카와_0,투수(),cm,kg,0,0
961,64029_류희운_1995년,투수(우투우타),191cm,103kg,3500만원,14KT
962,64031_황석호_1991년,내야수(우투우타),173cm,77kg,0,0
963,64036_허정민_1991년,투수(우투좌타),184cm,84kg,0,0
964,64041_안현준_1995년,투수(우언우타),187cm,85kg,3200만원,14KT
965,64044_최현철_1991년,내야수(우투좌타),186cm,88kg,0,0
966,64045_이범정_1995년,투수(우투우타),183cm,92kg,2700만원,0
967,64047_조현우_1994년,투수(좌투좌타),182cm,79kg,3000만원,14KT
968,64049_시스코_1983년,투수(좌투좌타),208cm,102kg,0,14KT
969,64051_이영준_1991년,투수(좌투좌타),184cm,100kg,5500만원,14KT
970,64055_양형진_1991년,투수(우투우타),190cm,103kg,0,14KT
971,64058_이호준_1990년,투수(좌투좌타),188cm,83kg,0,0
972,64059_안상민_1991년,외야수(좌투좌타),181cm,82kg,0,0
973,64063_강혜성_1989년,투수(우투우타),180cm,79kg,0,0
974,64064_조경민_1991년,내야수(우투우타),176cm,72kg,0,0
975,64066_윤영윤_1987년,내야수(우투우타),177cm,79kg,0,0
976,64067_이상원_1989년,외야수(우투우타),180cm,76kg,0,0
977,64068_유영현_1991년,외야수(우투좌타),185cm,84kg,0,0
978,64075_박재현_1974년,(우투우타),179cm,86kg,0,14KT코치
979,64077_오키_1961년,(우투우타),178cm,79kg,0,0
980,64083_델로자리오_1985년,투수(우언우타),185cm,85kg,0,0
981,64084_웨이테_1987년,투수(우투우타),189cm,100kg,0,0
982,64085_채기영_1995년,외야수(우투좌타),180cm,70kg,0,15한화
983,64086_신성현_1990년,내야수(우투우타),183cm,92kg,4800만원,09히로시마
984,64087_정유철_1988년,내야수(우투양타),173cm,70kg,0,0
985,64088_이용래_1967년,(우투우타),177cm,96kg,0,0
986,64089_정영_1987년,(우투좌타),182cm,90kg,0,14경찰코치
987,64090_이용균_1988년,내야수(우투우타),177cm,70kg,0,0
988,64091_홍권민_1995년,포수(우투우타),183cm,80kg,0,0
989,64092_정규식_1990년,포수(우투좌타),178cm,80kg,0,15LG
990,64093_홍성혁_1990년,투수(우언우타),180cm,81kg,0,0
991,64094_산플레어_1984년,투수(좌투좌타),180cm,87kg,0,0
992,64095_강우찬_1990년,투수(우투우타),190cm,95kg,0,0
993,64096_강태훈_1988년,투수(우투우타),180cm,84kg,0,0
994,64097_알바라데호_1982년,투수(우투우타),197cm,129kg,0,0
995,64098_최민국_1995년,투수(우투우타),182cm,86kg,0,0
996,64099_강대진_1988년,투수(우투우타),181cm,85kg,0,0
997,64100_박재욱_1995년,포수(우투우타),180cm,92kg,3500만원,14LG
998,64101_한석현_1994년,외야수(좌투좌타),181cm,73kg,2700만원,20LG
999,64107_오세민_1995년,투수(우투우타),186cm,83kg,0,14LG
1000,64108_한규현_1991년,포수(우투우타),183cm,87kg,0,0
1001,64109_김정택_1992년,투수(우투우타),190cm,90kg,0,14LG
1002,64110_이주호_1991년,포수(우투우타),183cm,93kg,0,14LG
1003,64111_이지훈_1991년,투수(우투우타),184cm,95kg,0,0
1004,64112_고석찬_1990년,외야수(우투좌타),173cm,85kg,0,0
1005,64115_장준원_1995년,내야수(우투우타),183cm,77kg,3400만원,14LG
1006,64117_양원혁_1991년,내야수(우투좌타),174cm,71kg,0,14LG
1007,64123_마데이_1985년,(우투우타),187cm,102kg,0,0
1008,64136_티포드_1984년,투수(좌투좌타),183cm,75kg,0,0
1009,64153_양석환_1991년,내야수(우투우타),185cm,90kg,16000만원,14LG
1010,64154_조쉬벨_1986년,내야수(우투양타),190cm,104kg,0,0
1011,64155_임지섭_1995년,투수(좌투좌타),189cm,100kg,0,14LG
1012,64157_리오단_1986년,투수(우투우타),193cm,90kg,0,0
1013,64158_스나이더_1982년,외야수(좌투좌타),192cm,96kg,0,0
1014,64164_류형우_1995년,내야수(우투우타),182cm,72kg,3200만원,19LG
1015,64166_배정대_1995년,외야수(우투우타),185cm,80kg,4800만원,14LG
1016,64187_조윤성_1991년,외야수(우투우타),187cm,95kg,0,0
1017,64198_진재혁_1995년,투수(우투우타),185cm,103kg,2700만원,20두산
1018,64202_정은재_1991년,투수(우투우타),192cm,92kg,0,0
1019,64203_칸투_1982년,내야수(우투우타),192cm,92kg,0,0
1020,64204_홍영현_1991년,투수(우투우타),189cm,87kg,0,16두산
1021,64205_윤기백_1990년,투수(우투우타),190cm,100kg,0,0
1022,64206_김영은_1988년,투수(우투좌타),188cm,92kg,0,0
1023,64207_유지훈_1991년,내야수(우투양타),168cm,65kg,0,0
1024,64209_정기훈_1995년,내야수(우투좌타),184cm,78kg,2700만원,20한화
1025,64213_최용제_1991년,포수(우투우타),182cm,90kg,2800만원,16두산
1026,64214_심형석_1995년,외야수(우투우타),185cm,92kg,0,0
1027,64219_마야_1981년,투수(우투우타),183cm,92kg,0,14두산
1028,64230_볼스테드_1986년,투수(우투우타),207cm,104kg,0,0
1029,64244_최형록_1989년,내야수(우투우타),180cm,98kg,0,07미네소타
1030,64255_한주성_1995년,투수(우투우타),184cm,90kg,2800만원,14두산
1031,64259_최병욱_1989년,투수(우투우타),181cm,88kg,0,14두산
1032,64260_김경호_1995년,외야수(우투좌타),180cm,68kg,2900만원,14두산
1033,64266_이성곤_1992년,외야수(우투좌타),186cm,93kg,3500만원,14두산
1034,64267_전용훈_1995년,투수(우투우타),182cm,75kg,2800만원,14두산
1035,64282_토시유키_1958년,(우투우타),178cm,88kg,0,0
1036,64288_문진제_1991년,내야수(우투좌타),183cm,79kg,0,14두산
1037,64294_김종원_1991년,내야수(우투우타),181cm,81kg,0,0
1038,64300_김하성_1995년,내야수(우투우타),179cm,78kg,55000만원,14넥센
1039,64301_김형문_1991년,내야수(우투좌타),183cm,88kg,0,0
1040,64302_로티노_1980년,외야수(우투우타),183cm,86kg,0,0
1041,64312_이용하_1995년,내야수(우투우타),185cm,90kg,0,14넥센
1042,64340_임지열_1995년,외야수(우투우타),180cm,90kg,2700만원,14넥센
1043,64346_임병욱_1995년,외야수(우투좌타),185cm,84kg,8800만원,14넥센
1044,64350_하영민_1995년,투수(우투우타),180cm,68kg,0,14넥센
1045,64354_구자형_1990년,투수(우투우타),188cm,88kg,0,14넥센
1046,64376_안영태_1978년,(),170cm,78kg,0,14넥센코치
1047,64391_박병훈_1991년,투수(우투우타),181cm,83kg,0,14넥센
1048,64394_김광영_1991년,외야수(우투우타),185cm,85kg,0,0
1049,64395_이재림_1995년,투수(우투우타),184cm,90kg,0,0
1050,64396_김윤환_1995년,투수(우투우타),181cm,71kg,0,16넥센
1051,64397_우준석_1992년,내야수(우투우타),180cm,89kg,0,0
1052,64398_정윤기_1991년,포수(우투우타),183cm,90kg,0,0
1053,64399_이희웅_1990년,투수(우투우타),180cm,90kg,0,0
1054,64400_박제윤_1990년,투수(우투우타),186cm,98kg,0,15삼성
1055,64401_전경환_1994년,투수(좌투좌타),180cm,75kg,0,0
1056,64403_김희준_1991년,내야수(우투우타),176cm,73kg,0,0
1057,64407_김호재_1995년,내야수(우투우타),178cm,72kg,4000만원,18삼성
1058,64409_백종헌_1991년,투수(우투우타),185cm,87kg,0,0
1059,64410_백승민_1990년,내야수(좌투좌타),184cm,78kg,4500만원,18삼성
1060,64411_이인승_1991년,투수(우투우타),188cm,90kg,0,0
1061,64430_마틴_1983년,투수(우투우타),193cm,101kg,0,0
1062,64440_나바로_1987년,내야수(우투우타),183cm,93kg,0,14삼성
1063,64462_안규현_1995년,투수(우투우타),184cm,79kg,0,14삼성
1064,64464_이수민_1995년,투수(좌투좌타),180cm,94kg,2700만원,14삼성
1065,64468_박계범_1996년,내야수(우투우타),178cm,72kg,5500만원,14삼성
1066,64469_송준석_1994년,외야수(좌투좌타),176cm,78kg,4000만원,14삼성
1067,64492_김희석_1990년,포수(우투우타),179cm,75kg,0,14삼성
1068,64493_최선호_1991년,외야수(좌투좌타),179cm,70kg,3800만원,15삼성
1069,64495_배진선_1991년,투수(좌투좌타),178cm,76kg,0,14삼성
1070,64496_홍유상_1990년,투수(우투우타),182cm,91kg,0,14삼성
1071,64498_구준범_1995년,투수(좌투좌타),175cm,68kg,2800만원,16삼성
1072,64499_김재현_1991년,내야수(우투우타),176cm,73kg,5500만원,14삼성
1073,64500_정세현_1995년,내야수(좌투좌타),186cm,99kg,0,0
1074,64501_배성근_1995년,내야수(우투우타),181cm,76kg,3200만원,19롯데
1075,64502_신승철_1991년,외야수(우투우타),185cm,90kg,0,0
1076,64504_오윤석_1992년,내야수(우투우타),180cm,87kg,4000만원,15롯데
1077,64507_권태양_1995년,투수(우투우타),185cm,90kg,0,0
1078,64511_이상준_1995년,외야수(좌투좌타),175cm,88kg,0,0
1079,64553_히메네스_1982년,내야수(좌투좌타),192cm,127kg,0,0
1080,64554_문동욱_1992년,투수(우투좌타),187cm,90kg,3200만원,14롯데
1081,64557_신원재_1991년,외야수(우투우타),184cm,97kg,0,14롯데
1082,64560_이창진_1991년,외야수(우투우타),173cm,85kg,8500만원,14롯데
1083,64565_이인복_1991년,투수(우투우타),187cm,94kg,3000만원,14롯데
1084,64569_김준용_1991년,포수(우투우타),182cm,86kg,0,0
1085,64573_강경선_1990년,외야수(우투좌타),179cm,85kg,0,0
1086,64578_모토니시_1962년,(우투우타),174cm,85kg,0,0
1087,64580_김재열_1996년,투수(우투우타),183cm,97kg,2700만원,0
1088,64590_마상우_1993년,내야수(우투우타),183cm,95kg,0,0
1089,64594_심규범_1991년,투수(좌투좌타),180cm,84kg,0,14롯데
1090,64596_김유영_1994년,투수(좌투좌타),180cm,80kg,6200만원,14롯데
1091,64601_박세민_1991년,내야수(우투좌타),177cm,90kg,0,0
1092,64602_이은총_1991년,외야수(우투좌타),173cm,75kg,2900만원,14KIA
1093,64606_우경삼_1991년,외야수(우투좌타),181cm,75kg,0,0
1094,64607_손성곤_1987년,포수(우투우타),177cm,89kg,0,0
1095,64610_강한울_1991년,내야수(우투좌타),181cm,66kg,15500만원,14KIA
1096,64612_정정환_1991년,투수(좌투좌타),171cm,85kg,0,0
1097,64613_박서준_1991년,투수(우투우타),185cm,94kg,2900만원,14KIA
1098,64614_서명지_1988년,투수(우투우타),183cm,85kg,0,0
1099,64615_차명진_1995년,투수(우투우타),188cm,104kg,3600만원,14KIA
1100,64640_김지훈_1992년,투수(우투우타),181cm,89kg,0,14KIA
1101,64641_어센시오_1983년,투수(우투우타),189cm,82kg,0,0
1102,64645_김영광_1991년,투수(좌투좌타),182cm,78kg,0,14KIA
1103,64646_박찬호_1995년,내야수(우투우타),178cm,72kg,10500만원,14KIA
1104,64648_류현철_1991년,외야수(우투양타),186cm,81kg,0,14KIA
1105,64657_박준태_1991년,외야수(우투좌타),181cm,75kg,4500만원,14KIA
1106,64658_홀튼_1979년,투수(우투우타),193cm,107kg,0,0
1107,64659_토마스_1984년,투수(좌투좌타),190cm,99kg,0,0
1108,64662_이진경_1994년,포수(우투우타),184cm,100kg,2900만원,0
1109,64669_최원준_1990년,내야수(우투좌타),177cm,84kg,0,0
1110,64682_하세베_1968년,(우투우타),181cm,80kg,0,0
1111,64693_박종하_1968년,(우투우타),176cm,80kg,0,14KIA코치
1112,64697_박진두_1996년,내야수(좌투좌타),187cm,129kg,2900만원,16KIA
1113,64699_필_1984년,내야수(우투우타),193cm,102kg,0,14KIA
1114,64704_노태형_1995년,내야수(우투좌타),182cm,74kg,2700만원,14한화
1115,64706_이창열_1991년,내야수(우투좌타),175cm,70kg,0,14한화
1116,64710_최영웅_1990년,투수(우투우타),181cm,90kg,0,0
1117,64711_문진범_1995년,외야수(우투우타),183cm,83kg,0,0
1118,64712_김선호_1995년,내야수(우투우타),183cm,90kg,0,0
1119,64713_정유빈_1990년,투수(우투우타),186cm,92kg,0,0
1120,64714_김용섭_1992년,내야수(우투우타),177cm,76kg,0,0
1121,64715_김성호_1990년,외야수(좌투좌타),182cm,90kg,0,0
1122,64716_이태희_1990년,투수(우투우타),182cm,78kg,0,0
1123,64717_지성준_1994년,포수(우투우타),180cm,92kg,5700만원,14한화
1124,64718_최영환_1992년,투수(우투우타),179cm,92kg,3400만원,14한화
1125,64719_김정수_1991년,외야수(우투우타),180cm,76kg,0,14한화
1126,64720_한대현_1991년,외야수(우투우타),180cm,92kg,0,0
1127,64724_박준혁_1991년,외야수(우투좌타),188cm,91kg,0,14한화
1128,64728_김경도_1991년,외야수(우투좌타),177cm,84kg,0,0
1129,64737_앨버스_1985년,투수(좌투우타),185cm,88kg,0,0
1130,64743_정유찬_1995년,내야수(우투우타),184cm,95kg,0,0
1131,64746_피에_1985년,외야수(좌투좌타),188cm,86kg,0,0
1132,64759_서균_1992년,투수(우언양타),185cm,81kg,4500만원,14한화
1133,64760_황영국_1995년,투수(좌투좌타),185cm,83kg,2900만원,14한화
1134,64761_클레이_1988년,투수(우투우타),188cm,82kg,0,0
1135,64762_타투스코_1985년,투수(우투좌타),196cm,92kg,0,0
1136,64764_박한길_1994년,투수(우투우타),187cm,105kg,3200만원,15한화
1137,64768_조영우_1995년,투수(우투좌타),185cm,95kg,3300만원,14한화
1138,64769_정광운_1991년,투수(우언우타),184cm,81kg,0,14한화
1139,64793_김민수_1991년,포수(우투우타),177cm,80kg,4300만원,14한화
1140,64800_전종석_1993년,내야수(우투좌타),180cm,71kg,0,0
1141,64801_김용진_1975년,(),168cm,70kg,0,14SK코치
1142,64802_조성모_1992년,내야수(우투좌타),179cm,76kg,0,14SK
1143,64803_임재현_1991년,외야수(우투우타),175cm,80kg,0,14SK
1144,64804_박철우_1991년,내야수(우투우타),175cm,70kg,0,14SK
1145,64805_이승진_1995년,투수(우투우타),186cm,88kg,4700만원,16상무
1146,64811_김승리_1986년,(우투우타),177cm,85kg,0,0
1147,64821_조우형_1991년,포수(우투우타),180cm,84kg,0,0
1148,64824_울프_1982년,투수(우투우타),182cm,82kg,0,0
1149,64861_이건욱_1995년,투수(우투우타),182cm,85kg,3000만원,14SK
1150,64864_스캇_1978년,외야수(우투좌타),182cm,100kg,0,0
1151,64868_조용호_1989년,외야수(우투좌타),170cm,75kg,7000만원,17SK
1152,64889_박규민_1995년,투수(우투우타),185cm,79kg,2700만원,14SK
1153,64890_유서준_1995년,내야수(우투우타),180cm,80kg,3100만원,14SK
1154,64893_박민호_1992년,투수(우언우타),185cm,95kg,10000만원,14SK
1155,64895_이진석_1995년,외야수(우투우타),182cm,78kg,2900만원,15SK
1156,64896_서동민_1994년,투수(우투우타),186cm,90kg,3000만원,20SK
1157,64898_나세원_1994년,외야수(좌투우타),185cm,85kg,2700만원,0
1158,64901_강민철_1979년,(),175cm,85kg,0,0
1159,64902_윤여훈_1969년,(우투우타),178cm,96kg,0,14NC코치
1160,64903_김태강_1990년,외야수(우투우타),185cm,85kg,0,0
1161,64905_김건효_1991년,내야수(우투좌타),178cm,75kg,0,0
1162,64906_강민국_1992년,내야수(우투우타),176cm,80kg,4000만원,14NC
1163,64907_강장산_1990년,투수(우투우타),194cm,104kg,3300만원,15NC
1164,64908_홍정준_1995년,포수(우투우타),183cm,83kg,0,0
1165,64914_테임즈_1986년,내야수(우투좌타),183cm,95kg,0,14NC
1166,64915_이지우_1994년,외야수(좌투좌타),183cm,84kg,0,14NC
1167,64944_박대온_1995년,포수(우투우타),182cm,85kg,3000만원,14NC
1168,64956_웨버_1984년,투수(우투우타),189cm,93kg,0,0
1169,64960_김학성_1991년,투수(우언우타),182cm,91kg,0,14NC
1170,64976_김상용_1983년,(우투우타),182cm,85kg,0,14상무코치
